Дата;Регион;Значение
2020-09-01;Костромская область;48810
2020-09-01;Краснодарский край;72368
2020-09-01;Красноярский край;62952
2020-09-01;Курганская область;38889
2020-09-01;Курская область;49133
2020-09-01;Ленинградская область;98580
2020-09-01;Липецкая область;46667
2020-09-01;Магаданская область;55113
2020-09-01;Мордовия;45402
2020-09-01;Москва;205000
2020-09-01;Московская область;106977
2020-09-01;Мурманская область;49471
2020-09-01;Ненецкий АО;66568
2020-09-01;Нижегородская область;63953
2020-09-01;Новгородская область;44980
2020-09-01;Новосибирская область;70000
2020-09-01;Омская область;49194
2020-09-01;Оренбургская область;42182
2020-09-01;Орловская область;45000
2020-09-01;Пензенская область;51071
2020-09-01;Пермский край;48488
2020-09-01;Приморский край;101909
2020-09-01;Псковская область;40342
2020-09-01;Республика Башкортостан;53022
2020-09-01;Республика Бурятия;59490
2020-09-01;Республика Дагестан;47420
2020-09-01;Республика Ингушетия;17910
2020-09-01;Республика Калмыкия;38763
2020-09-01;Республика Карачаево-Черкессия;49459
2020-09-01;Республика Карелия;52049
2020-09-01;Республика Коми;52273
2020-09-01;Республика Марий Эл;38864
2020-09-01;Республика Саха (Якутия);88441
2020-09-01;Республика Северная Осетия-Алания;44828
2020-09-01;Республика Татарстан;68299
2020-09-01;Республика Тыва;82353
2020-09-01;Республика Хакасия;51308
2020-09-01;Ростовская область;57813
2020-09-01;Рязанская область;45902
2020-09-01;Самарская область;51072
2020-09-01;Санкт-Петербург;129381
2020-09-01;Саратовская область;40741
2020-09-01;Сахалинская область;125954
2020-09-01;Свердловская область;63953
2020-09-01;Смоленская область;42500
2020-09-01;Ставропольский край;50525
2020-09-01;Тамбовская область;46564
2020-09-01;Тверская область;48896
2020-09-01;Томская область;61688
2020-09-01;Тульская область;61341
2020-09-01;Тюменская область;70505
2020-09-01;Удмуртская Республика;52643
2020-09-01;Ульяновская область;39063
2020-09-01;Хабаровский край;73836
2020-09-01;Ханты-Мансийский АО - Югра;75397
2020-09-01;Челябинская область;38688
2020-09-01;Чеченская Республика;45833
2020-09-01;Чувашская Республика;45556
2020-09-01;Чукотский АО;93793
2020-09-01;Ямало-Ненецкий АО;67678
2020-09-01;Ярославская область;47244
2020-10-01;Россия;65188
2020-10-01;Адыгея;48214
2020-10-01;Алтай;59406
2020-10-01;Алтайский край;49147
2020-10-01;Амурская область;88795
2020-10-01;Архангельская область;58117
